ACTECON;GRUANALI;antigüedad;TAMAEMP;nrotrab;riesgo;categoria;target;modular;prom_antes;cant_antes
ACT_ECON_111;GRU_AN_4;28;TAMA__2;83;RIESGO__0;CATEGORIA__0;4;MODULAR__2;79.5958333333333;3801
ACT_ECON_8;GRU_AN_4;20;TAMA__2;41;RIESGO__0;CATEGORIA__0;3;MODULAR__2;-545.145433333333;2805
ACT_ECON_14;GRU_AN_4;42;TAMA__2;13;RIESGO__1;CATEGORIA__5;3;MODULAR__1;80.1247;3799
ACT_ECON_106;GRU_AN_6;16;TAMA__1;15;RIESGO__2;CATEGORIA__4;3;MODULAR__1;80.1247;3800
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;-374.341966666667;2804
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;-376.8293;2803
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;509.2845;2802
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;1853.9079;2800
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;1434.747;2801
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;1837.82596666667;2799
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;1409.14743333333;2798
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;201.248533333333;4027
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;120.0506;4035
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;119.521733333333;4034
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;120.867866666667;4033
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;120.339;4032
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;162.1399;4031
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;162.1399;4030
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;202.594666666667;4029
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;202.594666666667;4028
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;159.9765;4054
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.5958333333333;4060
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.5958333333333;4059
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;120.0506;4058
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;161.322633333333;4057
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;201.248533333333;4056
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;161.322633333333;4055
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.0669666666667;4046
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;161.322633333333;4053
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;160.793766666667;4052
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;120.339;4051
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__2;79.0669666666667;4050
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.5958333333333;4049
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.5958333333333;4048
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.5958333333333;4047
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;119.521733333333;4036
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.5958333333333;4045
ACT_ECON_30;GRU_AN_2;21;TAMA__2;4428;RIESGO__1;CATEGORIA__6;1;MODULAR__1;79.0669666666667;4044
ACT_ECON_12;GRU_AN_4;29;TAMA__2;34;RIESGO__3;CATEGORIA__4;4;MODULAR__1;79.5958333333333;4043
ACT_ECON_59;GRU_AN_4;28;TAMA__2;6;RIESGO__0;CATEGORIA__0;4;MODULAR__1;79.0669666666667;4042
ACT_ECON_8;GRU_AN_4;27;TAMA__1;91;RIESGO__0;CATEGORIA__0;1;MODULAR__1;79.5958333333333;4041
ACT_ECON_8;GRU_AN_4;27;TAMA__1;91;RIESGO__0;CATEGORIA__0;1;MODULAR__1;79.0669666666667;4040
ACT_ECON_8;GRU_AN_4;27;TAMA__1;91;RIESGO__0;CATEGORIA__0;1;MODULAR__1;120.867866666667;4039
ACT_ECON_125;GRU_AN_7;8;TAMA__4;185;RIESGO__3;CATEGORIA__1;4;MODULAR__1;120.339;4038
ACT_ECON_125;GRU_AN_7;8;TAMA__4;185;RIESGO__3;CATEGORIA__1;4;MODULAR__1;120.867866666667;4037
ACT_ECON_27;GRU_AN_4;3;TAMA__2;16;RIESGO__1;CATEGORIA__7;4;MODULAR__1;201.248533333333;3939
ACT_ECON_9;GRU_AN_5;7;TAMA__1;439;RIESGO__2;CATEGORIA__6;1;MODULAR__1;202.594666666667;3948
ACT_ECON_9;GRU_AN_5;7;TAMA__1;439;RIESGO__2;CATEGORIA__6;1;MODULAR__1;201.248533333333;3947
ACT_ECON_9;GRU_AN_5;7;TAMA__1;439;RIESGO__2;CATEGORIA__6;1;MODULAR__1;202.594666666667;3946
ACT_ECON_22;GRU_AN_9;14;TAMA__2;57;RIESGO__1;CATEGORIA__6;1;MODULAR__1;201.248533333333;3945
ACT_ECON_22;GRU_AN_9;14;TAMA__2;57;RIESGO__1;CATEGORIA__6;1;MODULAR__1;202.594666666667;3944
ACT_ECON_22;GRU_AN_9;14;TAMA__2;57;RIESGO__1;CATEGORIA__6;1;MODULAR__1;201.248533333333;3943
ACT_ECON_22;GRU_AN_9;14;TAMA__2;57;RIESGO__1;CATEGORIA__6;1;MODULAR__2;202.594666666667;3942
ACT_ECON_34;GRU_AN_6;10;TAMA__2;453;RIESGO__2;CATEGORIA__4;4;MODULAR__2;201.248533333333;3941
ACT_ECON_19;GRU_AN_9;33;TAMA__1;421;RIESGO__1;CATEGORIA__6;4;MODULAR__1;202.594666666667;3940
ACT_ECON_19;GRU_AN_9;33;TAMA__1;421;RIESGO__1;CATEGORIA__6;4;MODULAR__2;2251.50963333333;3931
ACT_ECON_19;GRU_AN_9;33;TAMA__1;421;RIESGO__1;CATEGORIA__6;4;MODULAR__2;202.594666666667;3938
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;201.248533333333;3937
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;202.594666666667;3936
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;202.594666666667;3935
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;203.9408;3934
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;202.594666666667;3933
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;202.594666666667;3932
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;2901.64786666667;3930
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;3536.24643333333;3929
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;3241.1784;2664
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;2893.8475;2663
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;4;MODULAR__1;2423.19723333333;2662
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;1952.54696666667;2661
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;2325.3196;2660
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;2875.19136666667;2659
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;3700.5626;2658
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;2309.05766666667;2785
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__1;2300.36466666667;2797
ACT_ECON_51;GRU_AN_9;21;TAMA__2;192;RIESGO__1;CATEGORIA__6;3;MODULAR__2;2216.78373333333;2796
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;4;MODULAR__2;2493.36476666667;2795
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;4;MODULAR__2;1956.35163333333;2794
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;4;MODULAR__1;1943.2657;2793
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;4;MODULAR__1;1943.2657;2792
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;4;MODULAR__1;1956.35163333333;2791
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;3;MODULAR__2;1956.35163333333;2790
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;3;MODULAR__1;1969.43756666667;2789
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;3;MODULAR__1;648.983966666667;2788
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;3;MODULAR__1;1021.55253333333;2787
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;3;MODULAR__1;962.105566666667;2786
ACT_ECON_14;GRU_AN_4;13;TAMA__2;119;RIESGO__1;CATEGORIA__5;3;MODULAR__1;1780.365;2761
ACT_ECON_105;GRU_AN_9;24;TAMA__2;486;RIESGO__1;CATEGORIA__6;4;MODULAR__1;1923.9553;2760
ACT_ECON_105;GRU_AN_9;24;TAMA__2;486;RIESGO__1;CATEGORIA__6;3;MODULAR__1;1935.8641;2759
ACT_ECON_34;GRU_AN_6;18;TAMA__2;17;RIESGO__2;CATEGORIA__4;2;MODULAR__1;2033.71836666667;2758
ACT_ECON_50;GRU_AN_2;40;TAMA__1;139;RIESGO__2;CATEGORIA__6;1;MODULAR__1;1288.7105;2784
ACT_ECON_88;GRU_AN_9;23;TAMA__2;109;RIESGO__1;CATEGORIA__6;2;MODULAR__1;1724.82976666667;2783
ACT_ECON_88;GRU_AN_9;23;TAMA__2;109;RIESGO__1;CATEGORIA__6;2;MODULAR__1;2095.96343333333;2782
ACT_ECON_88;GRU_AN_9;23;TAMA__2;109;RIESGO__1;CATEGORIA__6;2;MODULAR__1;3133.50026666667;2781
ACT_ECON_88;GRU_AN_9;23;TAMA__2;109;RIESGO__1;CATEGORIA__6;2;MODULAR__2;2756.82796666667;2780
ACT_ECON_31;GRU_AN_3;58;TAMA__2;64;RIESGO__2;CATEGORIA__6;4;MODULAR__2;2756.82796666667;2779
ACT_ECON_31;GRU_AN_3;58;TAMA__2;64;RIESGO__2;CATEGORIA__6;4;MODULAR__1;2367.06973333333;2778
ACT_ECON_22;GRU_AN_9;55;TAMA__2;313;RIESGO__1;CATEGORIA__6;1;MODULAR__1;2353.9838;2777
ACT_ECON_22;GRU_AN_9;55;TAMA__2;313;RIESGO__1;CATEGORIA__6;1;MODULAR__2;2498.2929;2776
ACT_ECON_22;GRU_AN_9;55;TAMA__2;313;RIESGO__1;CATEGORIA__6;1;MODULAR__2;2498.2929;2773
ACT_ECON_22;GRU_AN_9;55;TAMA__2;313;RIESGO__1;CATEGORIA__6;1;MODULAR__2;2498.2929;2775
ACT_ECON_8;GRU_AN_4;12;TAMA__2;17;RIESGO__0;CATEGORIA__0;4;MODULAR__2;3053.3201;2774
ACT_ECON_8;GRU_AN_4;12;TAMA__2;17;RIESGO__0;CATEGORIA__0;3;MODULAR__2;3029.50263333333;2772
ACT_ECON_63;GRU_AN_4;23;TAMA__2;49;RIESGO__1;CATEGORIA__6;4;MODULAR__2;3005.68516666667;2771
ACT_ECON_63;GRU_AN_4;23;TAMA__2;49;RIESGO__1;CATEGORIA__6;4;MODULAR__1;3718.6376;2770
ACT_ECON_63;GRU_AN_4;23;TAMA__2;49;RIESGO__1;CATEGORIA__6;4;MODULAR__1;3507.9148;2769
ACT_ECON_63;GRU_AN_4;23;TAMA__2;49;RIESGO__1;CATEGORIA__6;4;MODULAR__1;2159.12176666667;2765
ACT_ECON_63;GRU_AN_4;23;TAMA__2;49;RIESGO__1;CATEGORIA__6;1;MODULAR__1;3355.81066666667;2768
ACT_ECON_12;GRU_AN_4;34;TAMA__2;7;RIESGO__3;CATEGORIA__4;4;MODULAR__1;2963.34516666667;2767
ACT_ECON_18;GRU_AN_11;10;TAMA__4;14;RIESGO__1;CATEGORIA__6;1;MODULAR__1;2596.4972;2766
ACT_ECON_18;GRU_AN_11;10;TAMA__4;14;RIESGO__1;CATEGORIA__6;4;MODULAR__2;1792.2738;2764
ACT_ECON_33;GRU_AN_9;20;TAMA__2;74;RIESGO__2;CATEGORIA__6;1;MODULAR__1;1792.2738;2763
ACT_ECON_8;GRU_AN_4;21;TAMA__2;87;RIESGO__0;CATEGORIA__0;1;MODULAR__2;1792.2738;2762
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;1;MODULAR__2;3548.1733;2722
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;3542.82196666667;2725
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;3572.2715;2724
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__1;3554.2336;2723
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;4;MODULAR__1;2517.3712;2753
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__1;2033.71836666667;2757
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__1;2254.75556666667;2756
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__1;2254.75556666667;2755
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__1;2652.46293333333;2754
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;2419.51693333333;2752
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;2444.0029;2751
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;2935.3713;2750
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;2935.3713;2749
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;2894.128;2748
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;2304.90533333333;2747
ACT_ECON_8;GRU_AN_4;57;TAMA__1;71;RIESGO__0;CATEGORIA__0;3;MODULAR__2;2858.1118;2746
ACT_ECON_145;GRU_AN_6;25;TAMA__2;62;RIESGO__3;CATEGORIA__1;4;MODULAR__2;2858.1118;2745
ACT_ECON_147;GRU_AN_9;27;TAMA__2;46;RIESGO__1;CATEGORIA__6;1;MODULAR__2;2858.1118;2744
ACT_ECON_5;GRU_AN_13;19;TAMA__2;96;RIESGO__3;CATEGORIA__0;1;MODULAR__2;2835.48426666667;2743
ACT_ECON_24;GRU_AN_4;24;TAMA__2;6;RIESGO__2;CATEGORIA__4;4;MODULAR__2;1189.87596666667;2742
ACT_ECON_63;GRU_AN_4;17;TAMA__2;7;RIESGO__1;CATEGORIA__6;4;MODULAR__2;2910.8615;2738
ACT_ECON_41;GRU_AN_9;15;TAMA__2;439;RIESGO__1;CATEGORIA__6;1;MODULAR__2;1743.08243333333;2741
ACT_ECON_41;GRU_AN_9;15;TAMA__2;439;RIESGO__1;CATEGORIA__6;1;MODULAR__2;1807.78646666667;2740
ACT_ECON_41;GRU_AN_9;15;TAMA__2;439;RIESGO__1;CATEGORIA__6;1;MODULAR__2;3464.06796666667;2739
ACT_ECON_88;GRU_AN_9;26;TAMA__2;38;RIESGO__1;CATEGORIA__6;1;MODULAR__2;2840.1938;2737
ACT_ECON_88;GRU_AN_9;26;TAMA__2;38;RIESGO__1;CATEGORIA__6;1;MODULAR__2;2295.40203333333;2736
ACT_ECON_24;GRU_AN_4;28;TAMA__2;53;RIESGO__2;CATEGORIA__4;1;MODULAR__2;2825.98096666667;2735
ACT_ECON_9;GRU_AN_5;28;TAMA__2;57;RIESGO__2;CATEGORIA__6;4;MODULAR__2;2831.94463333333;2734
ACT_ECON_9;GRU_AN_5;28;TAMA__2;57;RIESGO__2;CATEGORIA__6;4;MODULAR__2;3413.1767;2733
ACT_ECON_9;GRU_AN_5;28;TAMA__2;57;RIESGO__2;CATEGORIA__6;4;MODULAR__2;3089.96496666667;2732
ACT_ECON_9;GRU_AN_5;28;TAMA__2;57;RIESGO__2;CATEGORIA__6;3;MODULAR__2;3125.26796666667;2731
ACT_ECON_67;GRU_AN_12;40;TAMA__2;2841;RIESGO__1;CATEGORIA__6;3;MODULAR__2;3142.9771;2730
ACT_ECON_67;GRU_AN_12;40;TAMA__2;2841;RIESGO__1;CATEGORIA__6;3;MODULAR__2;3507.43213333333;2729
ACT_ECON_12;GRU_AN_4;21;TAMA__2;30;RIESGO__3;CATEGORIA__4;1;MODULAR__2;3519.24263333333;2728
ACT_ECON_12;GRU_AN_4;21;TAMA__2;30;RIESGO__3;CATEGORIA__4;2;MODULAR__2;3489.7931;2727
ACT_ECON_12;GRU_AN_4;21;TAMA__2;30;RIESGO__3;CATEGORIA__4;2;MODULAR__2;3525.23143333333;2726
ACT_ECON_12;GRU_AN_4;21;TAMA__2;30;RIESGO__3;CATEGORIA__4;2;MODULAR__2;2785.25873333333;2706
ACT_ECON_12;GRU_AN_4;21;TAMA__2;30;RIESGO__3;CATEGORIA__4;2;MODULAR__1;3148.4717;2705
ACT_ECON_12;GRU_AN_4;21;TAMA__2;30;RIESGO__3;CATEGORIA__4;2;MODULAR__2;3154.50816666667;2704
ACT_ECON_12;GRU_AN_4;21;TAMA__2;30;RIESGO__3;CATEGORIA__4;3;MODULAR__2;3357.07946666667;2720
ACT_ECON_9;GRU_AN_5;12;TAMA__2;28;RIESGO__2;CATEGORIA__6;4;MODULAR__2;3483.35066666667;2721
ACT_ECON_100;GRU_AN_2;15;TAMA__2;5823;RIESGO__1;CATEGORIA__6;4;MODULAR__2;3236.84473333333;2719
ACT_ECON_100;GRU_AN_2;15;TAMA__2;5823;RIESGO__1;CATEGORIA__6;4;MODULAR__2;2895.15886666667;2716
ACT_ECON_100;GRU_AN_2;15;TAMA__2;5823;RIESGO__1;CATEGORIA__6;4;MODULAR__1;2942.876;2718
ACT_ECON_100;GRU_AN_2;15;TAMA__2;5823;RIESGO__1;CATEGORIA__6;4;MODULAR__1;2922.03566666667;2717
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__1;3094.7896;2715
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__1;3115.62993333333;2714
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__1;3136.47026666667;2713
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__2;3136.47026666667;2712
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__2;3115.62993333333;2711
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__1;3094.7896;2710
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__1;3094.7896;2709
ACT_ECON_20;GRU_AN_4;3;TAMA__1;5;RIESGO__2;CATEGORIA__4;1;MODULAR__1;2764.4184;2708
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__1;2785.25873333333;2707
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__1;2770.31196666667;2690
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__1;2646.5704;2689
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__1;3187.34993333333;2703
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__1;3253.5544;2702
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__2;3331.6888;2701
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__2;3375.50433333333;2700
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__2;3353.1154;2699
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__2;3324.7615;2698
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__2;2917.733;2697
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;2;MODULAR__2;2917.733;2696
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;2;MODULAR__2;2917.733;2695
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;2;MODULAR__2;3347.15043333333;2694
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;1;MODULAR__2;2484.9791;2691
ACT_ECON_34;GRU_AN_6;23;TAMA__2;31;RIESGO__2;CATEGORIA__4;2;MODULAR__2;2926.23626666667;2693
ACT_ECON_20;GRU_AN_4;6;TAMA__2;295;RIESGO__2;CATEGORIA__4;1;MODULAR__2;2914.39653333333;2692
ACT_ECON_34;GRU_AN_6;8;TAMA__2;17;RIESGO__2;CATEGORIA__4;2;MODULAR__2;3131.79133333333;2671
ACT_ECON_9;GRU_AN_5;10;TAMA__2;88;RIESGO__2;CATEGORIA__6;1;MODULAR__2;2646.5704;2688
ACT_ECON_9;GRU_AN_5;10;TAMA__2;88;RIESGO__2;CATEGORIA__6;1;MODULAR__2;2666.22033333333;2687
ACT_ECON_9;GRU_AN_5;10;TAMA__2;88;RIESGO__2;CATEGORIA__6;1;MODULAR__2;2685.87026666667;2686
ACT_ECON_12;GRU_AN_4;17;TAMA__2;48;RIESGO__3;CATEGORIA__4;4;MODULAR__2;2976.9674;2685
ACT_ECON_12;GRU_AN_4;17;TAMA__2;48;RIESGO__3;CATEGORIA__4;4;MODULAR__2;2976.9674;2684
ACT_ECON_12;GRU_AN_4;17;TAMA__2;48;RIESGO__3;CATEGORIA__4;4;MODULAR__2;2685.87026666667;2683
ACT_ECON_12;GRU_AN_4;17;TAMA__2;48;RIESGO__3;CATEGORIA__4;4;MODULAR__2;2937.66753333333;2680
ACT_ECON_12;GRU_AN_4;17;TAMA__2;48;RIESGO__3;CATEGORIA__4;4;MODULAR__2;2666.22033333333;2682
ACT_ECON_12;GRU_AN_4;17;TAMA__2;48;RIESGO__3;CATEGORIA__4;4;MODULAR__2;2646.5704;2681
ACT_ECON_74;GRU_AN_7;11;TAMA__4;2;RIESGO__3;CATEGORIA__1;4;MODULAR__2;2957.31746666667;2679
ACT_ECON_8;GRU_AN_4;18;TAMA__2;54;RIESGO__0;CATEGORIA__0;4;MODULAR__2;3112.03263333333;2676
ACT_ECON_8;GRU_AN_4;18;TAMA__2;54;RIESGO__0;CATEGORIA__0;4;MODULAR__2;2982.9562;2678
ACT_ECON_139;GRU_AN_6;29;TAMA__1;6;RIESGO__3;CATEGORIA__1;4;MODULAR__2;3039.9168;2677
ACT_ECON_139;GRU_AN_6;29;TAMA__1;6;RIESGO__3;CATEGORIA__1;4;MODULAR__2;3151.23483333333;2675
ACT_ECON_21;GRU_AN_9;18;TAMA__2;155;RIESGO__1;CATEGORIA__6;2;MODULAR__2;3122.91916666667;2674
ACT_ECON_44;GRU_AN_6;10;TAMA__1;0;RIESGO__3;CATEGORIA__1;1;MODULAR__2;3190.8697;2673
ACT_ECON_11;GRU_AN_2;25;TAMA__2;105;RIESGO__1;CATEGORIA__6;4;MODULAR__2;3551.36453333333;2672
ACT_ECON_11;GRU_AN_2;25;TAMA__2;105;RIESGO__1;CATEGORIA__6;4;MODULAR__1;2260.52606666667;2668
ACT_ECON_11;GRU_AN_2;25;TAMA__2;105;RIESGO__1;CATEGORIA__6;4;MODULAR__1;2588.8879;2670
ACT_ECON_11;GRU_AN_2;25;TAMA__2;105;RIESGO__1;CATEGORIA__6;4;MODULAR__1;1792.2738;2669
ACT_ECON_11;GRU_AN_2;25;TAMA__2;105;RIESGO__1;CATEGORIA__6;4;MODULAR__2;2740.68713333333;2667
ACT_ECON_11;GRU_AN_2;25;TAMA__2;105;RIESGO__1;CATEGORIA__6;4;MODULAR__1;3208.9394;2666
